,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_IS_NO,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
4738,1,0,0,0,5,1,1,0,1,1,0,1,1,0,104.1,541.9,1,False,True,False,True,False,False,False,False,False,True
6183,1,0,1,1,44,0,0,0,0,1,1,1,1,1,54.3,2317.1,0,True,False,False,False,True,False,False,False,True,False
1995,0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,1,False,True,False,True,False,False,False,False,True,False
358,1,1,1,0,27,0,0,1,0,0,0,0,0,0,30.75,805.1,1,True,False,False,True,False,False,False,True,False,False
2631,1,1,1,0,7,1,1,0,0,1,0,1,1,1,99.25,665.45,1,False,True,False,True,False,False,False,False,True,False
1266,0,1,0,0,4,1,1,1,0,0,0,0,0,1,80.25,303.7,0,False,True,False,True,False,False,False,False,True,False
2668,1,0,0,1,1,1,0,0,0,0,0,0,0,0,19.75,19.75,1,False,False,True,True,False,False,False,False,False,True
1520,0,0,1,0,3,1,0,0,0,0,0,0,0,1,19.6,55.25,0,False,False,True,True,False,False,False,False,False,True
6286,0,0,0,1,8,1,0,0,0,0,0,0,0,0,20.05,163.6,0,False,False,True,True,False,False,False,False,False,True
6601,1,1,1,0,72,1,1,0,1,1,1,1,1,0,109.7,7898.45,0,False,True,False,False,False,True,False,True,False,False
5330,1,1,1,0,10,1,0,0,1,1,1,1,0,1,92.5,934.1,1,False,True,False,True,False,False,False,False,False,True
4776,0,0,1,0,5,1,0,0,0,0,0,0,0,1,68.95,351.5,0,False,True,False,True,False,False,False,False,True,False
2729,0,0,0,0,2,1,1,0,0,0,0,0,1,1,85.7,169.8,1,False,True,False,True,False,False,False,False,True,False
2776,1,1,1,0,16,1,0,0,1,0,0,0,0,1,74.3,1178.25,1,False,True,False,True,False,False,False,True,False,False
582,0,1,0,0,4,1,1,0,0,1,0,1,0,1,89.2,346.2,1,False,True,False,True,False,False,False,False,True,False
629,1,1,1,0,49,1,1,0,1,0,0,0,1,0,90.05,4547.25,1,False,True,False,True,False,False,False,True,False,False
5967,1,1,0,0,4,0,0,0,0,0,0,0,0,1,25.2,102.5,1,True,False,False,True,False,False,True,False,False,False
2731,0,0,0,0,63,1,1,1,1,1,0,1,1,0,108.25,6780.1,0,False,True,False,True,False,False,False,True,False,False
961,1,0,0,0,17,1,0,0,0,0,0,0,0,1,20.5,365.8,0,False,False,True,False,True,False,False,False,False,True
1079,0,0,1,1,3,1,0,0,0,0,0,0,0,1,69.55,200.2,0,False,True,False,True,False,False,False,False,True,False
6440,0,0,0,0,32,1,1,0,0,1,0,1,1,1,101.35,3334.9,0,False,True,False,True,False,False,False,False,True,False
4247,1,0,1,1,69,1,0,1,1,0,1,1,1,1,106.35,7261.75,0,False,True,False,False,False,True,False,True,False,False
617,0,1,0,0,66,1,1,0,0,1,1,1,1,1,102.85,6976.75,0,False,True,False,False,True,False,False,True,False,False
441,0,1,0,0,49,1,1,1,0,0,0,1,1,0,101.55,5070.4,0,False,True,False,True,False,False,False,True,False,False
2074,0,1,0,0,43,1,0,1,1,0,1,1,1,1,108.15,4600.7,1,False,True,False,True,False,False,False,True,False,False
6293,1,0,0,1,21,1,0,0,0,0,0,0,0,0,19.6,397.0,0,False,False,True,False,False,True,False,False,False,True
1152,1,0,0,0,7,1,0,0,0,0,0,1,0,0,54.85,370.4,0,True,False,False,True,False,False,False,False,False,True
275,1,0,1,0,5,1,1,0,1,0,1,0,0,1,85.4,401.1,1,False,True,False,True,False,False,False,False,True,False
5932,1,0,1,0,5,1,0,0,0,1,0,1,1,1,94.45,498.1,1,False,True,False,True,False,False,False,False,True,False
1584,0,1,0,0,65,0,0,0,1,1,0,1,1,1,53.5,3517.9,0,True,False,False,False,False,True,True,False,False,False
4548,0,0,0,0,22,1,0,0,1,0,0,0,1,1,84.3,1855.65,1,False,True,False,True,False,False,False,False,False,True
6940,0,0,1,1,72,0,0,1,1,1,1,0,1,0,55.65,3880.05,0,True,False,False,False,False,True,False,True,False,False
809,1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.55,69.55,1,False,True,False,True,False,False,False,False,True,False
3590,0,0,1,0,50,1,0,0,0,0,0,0,0,1,19.85,943.1,0,False,False,True,False,True,False,True,False,False,False
2477,1,0,0,0,3,1,0,1,0,0,0,0,1,1,86.05,244.85,0,False,True,False,True,False,False,False,False,False,True
7010,0,1,1,0,1,1,1,0,0,0,0,0,0,1,74.45,74.45,1,False,True,False,True,False,False,False,False,True,False
4840,0,1,0,0,43,0,0,1,1,0,0,0,0,1,33.45,1500.25,0,True,False,False,True,False,False,False,True,False,False
5468,0,0,0,0,7,1,0,0,0,0,0,1,0,1,79.7,586.05,1,False,True,False,True,False,False,False,False,True,False
3927,1,0,1,0,3,1,0,0,0,0,0,0,0,1,20.55,51.15,1,False,False,True,True,False,False,False,True,False,False
252,1,1,1,0,1,0,0,0,1,0,0,1,0,0,40.2,40.2,1,True,False,False,True,False,False,False,False,True,False
2427,1,0,0,0,1,0,0,0,0,0,0,0,1,0,35.9,35.9,1,True,False,False,True,False,False,False,False,True,False
638,1,1,1,1,56,1,1,1,0,1,0,1,1,1,104.55,5794.65,1,False,True,False,False,True,False,True,False,False,False
6980,1,1,0,0,16,0,0,0,1,0,0,1,0,1,39.0,679.85,1,True,False,False,True,False,False,False,False,False,True
1998,0,0,1,0,2,0,0,0,0,0,0,1,1,0,44.6,97.1,1,True,False,False,True,False,False,False,False,True,False
3161,1,0,0,0,14,1,0,0,0,0,0,0,0,0,19.35,324.8,0,False,False,True,False,True,False,False,False,False,True
5931,1,1,1,0,13,1,0,0,1,1,0,1,1,1,98.0,1237.85,1,False,True,False,True,False,False,False,False,True,False
2796,0,0,1,0,55,1,1,1,0,0,0,1,0,1,89.8,4959.6,0,False,True,False,True,False,False,True,False,False,False
3902,0,0,0,0,1,0,0,1,0,0,0,0,0,0,29.9,29.9,0,True,False,False,True,False,False,False,False,False,True
509,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.85,19.85,0,False,False,True,True,False,False,False,False,False,True
973,1,1,1,0,44,0,0,0,1,0,0,0,0,1,30.35,1359.7,1,True,False,False,True,False,False,False,False,True,False
1540,1,0,1,1,63,1,0,0,1,1,0,0,0,1,80.3,4896.35,0,False,True,False,True,False,False,False,True,False,False
4121,1,1,1,0,27,1,1,0,1,1,0,0,1,1,95.55,2510.2,1,False,True,False,True,False,False,False,False,True,False
1560,1,0,0,1,39,0,0,1,0,0,1,1,0,0,45.05,1790.6,0,True,False,False,False,True,False,True,False,False,False
1827,0,0,1,1,45,0,0,1,0,0,0,1,1,1,50.9,2333.85,0,True,False,False,True,False,False,True,False,False,False
5642,0,0,0,0,20,1,0,0,0,0,0,0,0,0,19.5,403.15,0,False,False,True,False,True,False,False,False,False,True
6289,1,0,0,0,67,1,1,1,1,1,1,1,1,0,116.2,7752.3,1,False,True,False,False,False,True,False,True,False,False
4925,1,0,1,0,64,1,1,1,0,1,1,1,1,1,108.5,6880.85,0,False,True,False,False,True,False,False,False,False,True
629,1,1,1,0,49,1,1,0,1,0,0,0,1,0,90.05,4547.25,1,False,True,False,True,False,False,False,True,False,False
686,1,0,0,0,51,1,1,0,0,0,0,0,0,1,24.6,1266.4,0,False,False,True,False,True,False,True,False,False,False
4074,1,1,1,0,58,1,1,0,0,1,0,1,1,1,98.7,5812.6,1,False,True,False,True,False,False,False,False,True,False
5783,0,1,0,0,1,1,0,0,0,0,0,1,1,1,89.3,89.3,1,False,True,False,True,False,False,False,False,True,False
3460,0,0,1,0,48,1,0,0,0,1,1,1,1,1,100.05,4834.0,0,False,True,False,True,False,False,False,True,False,False
1215,0,0,1,1,3,1,0,0,0,0,0,0,1,1,80.3,250.05,1,False,True,False,True,False,False,False,False,True,False
3996,1,0,0,0,24,1,0,0,0,0,0,0,0,0,20.75,487.05,0,False,False,True,False,False,True,False,False,False,True
1238,0,1,0,0,16,1,1,0,0,0,0,1,1,1,96.15,1529.2,1,False,True,False,True,False,False,False,False,True,False
3614,1,0,1,0,69,0,0,1,0,1,1,1,1,0,60.25,4055.5,0,True,False,False,False,False,True,True,False,False,False
1298,0,0,1,1,24,0,0,1,1,1,0,1,1,0,57.6,1367.75,0,True,False,False,False,True,False,False,False,True,False
6970,1,0,0,0,4,1,1,0,0,0,0,0,0,1,74.35,265.35,1,False,True,False,True,False,False,False,False,True,False
4686,0,1,0,0,72,1,1,1,1,1,1,0,1,1,107.4,7748.75,0,False,True,False,False,False,True,True,False,False,False
2008,0,0,0,1,4,1,1,0,0,1,1,0,0,1,87.1,341.45,1,False,True,False,True,False,False,False,False,False,True
5497,1,0,1,1,49,0,0,0,1,0,0,1,1,1,51.8,2541.25,1,True,False,False,False,True,False,True,False,False,False
4121,1,1,1,0,27,1,1,0,1,1,0,0,1,1,95.55,2510.2,1,False,True,False,True,False,False,False,False,True,False
5231,1,1,1,0,16,1,1,0,0,1,0,1,1,1,98.75,1587.55,1,False,True,False,True,False,False,False,False,True,False
674,1,1,0,0,52,0,0,0,1,0,0,1,1,1,49.15,2550.9,1,True,False,False,True,False,False,False,False,True,False
5043,1,1,0,0,19,1,1,1,0,0,0,1,0,1,90.6,1660.0,1,False,True,False,True,False,False,False,False,True,False
6395,1,0,1,1,41,1,1,0,0,1,1,1,1,1,102.6,4213.35,1,False,True,False,False,True,False,False,False,True,False
4684,1,0,0,0,69,1,0,0,1,1,1,1,1,1,104.05,7262.0,1,False,True,False,False,True,False,True,False,False,False
826,1,1,1,0,7,1,1,0,0,0,0,1,1,1,95.6,644.35,1,False,True,False,True,False,False,True,False,False,False
5006,0,0,0,0,15,1,1,1,0,0,0,0,0,1,55.7,899.8,1,True,False,False,True,False,False,False,False,False,True
5972,0,1,0,0,15,1,1,0,0,0,1,0,0,0,55.0,757.1,1,True,False,False,True,False,False,False,True,False,False
6235,1,1,1,1,22,0,0,1,0,0,0,0,1,0,40.05,880.2,1,True,False,False,True,False,False,False,False,False,True
6405,0,1,0,0,60,1,1,1,0,0,0,1,1,1,101.4,6176.6,0,False,True,False,False,True,False,True,False,False,False
1368,1,0,0,0,54,1,0,1,0,1,1,0,0,0,84.4,4484.05,0,False,True,False,False,True,False,False,False,True,False
5896,1,1,1,0,71,1,1,0,0,0,0,0,0,0,25.45,1789.65,0,False,False,True,False,False,True,False,True,False,False
4960,1,1,0,0,50,1,1,0,0,0,0,1,1,1,95.7,4816.7,1,False,True,False,True,False,False,False,False,True,False
6807,1,0,1,1,6,1,0,0,0,0,0,0,0,1,20.4,107.6,0,False,False,True,False,False,True,False,True,False,False
4424,1,0,0,1,1,0,0,0,0,0,0,0,0,0,24.75,24.75,1,True,False,False,True,False,False,False,False,True,False
5380,1,0,0,0,2,1,0,0,0,0,0,1,0,1,80.25,144.55,1,False,True,False,True,False,False,False,False,True,False
4042,1,0,0,0,5,1,0,0,1,0,0,0,0,1,51.35,262.3,0,True,False,False,True,False,False,False,False,True,False
5168,1,0,0,0,9,1,0,0,0,0,0,0,1,1,80.8,713.1,1,False,True,False,True,False,False,False,False,True,False
6212,1,0,0,0,15,0,0,0,0,1,0,1,1,0,50.75,688.2,0,True,False,False,False,True,False,False,False,True,False
7009,1,0,0,0,23,1,1,0,0,1,0,0,0,1,81.0,1917.1,1,False,True,False,True,False,False,False,False,True,False
6975,0,0,1,1,24,1,1,1,1,1,0,0,0,0,64.35,1558.65,0,True,False,False,False,False,True,False,False,True,False
2631,1,1,1,0,7,1,1,0,0,1,0,1,1,1,99.25,665.45,1,False,True,False,True,False,False,False,False,True,False
301,0,1,0,0,4,1,1,0,0,0,0,1,1,1,95.45,396.1,1,False,True,False,True,False,False,False,False,True,False
6545,0,0,0,0,9,1,0,1,1,0,0,1,1,1,74.65,703.55,1,True,False,False,True,False,False,False,False,True,False
4847,0,1,0,0,37,1,1,0,0,0,0,0,0,1,76.25,2841.55,1,False,True,False,True,False,False,False,False,True,False
6122,0,0,0,0,17,1,0,0,0,0,0,0,0,0,19.55,280.85,0,False,False,True,False,True,False,False,False,False,True
2278,0,1,0,0,7,1,0,1,0,0,0,0,0,1,48.2,340.35,0,True,False,False,True,False,False,False,False,True,False
2776,1,1,1,0,16,1,0,0,1,0,0,0,0,1,74.3,1178.25,1,False,True,False,True,False,False,False,True,False,False
3061,1,1,0,0,23,1,1,0,1,1,0,1,1,1,106.4,2483.5,1,False,True,False,True,False,False,False,False,True,False
1572,0,1,0,0,3,1,0,0,0,0,0,0,0,0,45.0,127.1,1,True,False,False,True,False,False,False,False,True,False
3240,0,0,1,0,54,1,1,1,1,0,0,1,1,0,106.55,5763.3,1,False,True,False,False,True,False,True,False,False,False
4052,0,1,0,0,30,0,0,0,0,1,0,1,0,1,40.3,1172.95,1,True,False,False,True,False,False,False,False,True,False
800,0,1,1,0,70,1,1,0,0,0,0,0,0,1,75.65,5411.4,0,False,True,False,False,False,True,False,True,False,False
1345,0,0,1,0,57,1,1,0,0,1,0,1,1,1,100.75,5985.0,0,False,True,False,False,True,False,False,True,False,False
4847,0,1,0,0,37,1,1,0,0,0,0,0,0,1,76.25,2841.55,1,False,True,False,True,False,False,False,False,True,False
493,1,1,1,0,61,1,1,0,1,0,0,0,1,0,64.05,3902.6,0,True,False,False,False,True,False,True,False,False,False
6039,1,1,1,0,27,0,0,0,0,0,0,0,1,0,36.5,1032.0,1,True,False,False,True,False,False,True,False,False,False
3227,1,0,1,1,12,1,0,0,0,0,0,1,0,1,56.3,628.65,0,True,False,False,True,False,False,False,False,False,True
358,1,1,1,0,27,0,0,1,0,0,0,0,0,0,30.75,805.1,1,True,False,False,True,False,False,False,True,False,False
476,1,1,1,1,35,1,0,0,1,0,1,1,1,1,76.05,2747.2,0,True,False,False,True,False,False,False,False,True,False
1554,1,0,0,0,26,1,0,0,0,0,0,0,0,0,20.9,518.3,0,False,False,True,True,False,False,False,False,False,True
4702,1,1,0,0,54,0,0,0,1,1,0,1,1,1,55.45,2966.95,0,True,False,False,False,True,False,False,False,True,False
259,0,1,1,0,29,0,0,1,0,1,0,0,1,1,45.0,1228.65,0,True,False,False,True,False,False,False,False,True,False
5681,0,1,1,0,34,1,0,0,0,1,1,1,0,0,64.2,2106.3,0,True,False,False,False,True,False,True,False,False,False
3517,1,0,1,0,70,1,0,1,1,1,1,1,1,1,109.5,7534.65,1,False,True,False,False,True,False,True,False,False,False
5828,0,0,1,1,72,1,1,0,0,0,0,0,0,0,24.45,1709.1,0,False,False,True,False,False,True,True,False,False,False
5109,1,0,1,1,66,1,0,1,1,1,1,0,0,0,65.85,4097.05,0,True,False,False,False,False,True,False,False,False,True
2075,1,1,0,0,56,1,1,0,0,1,0,1,1,1,101.05,5594.0,0,False,True,False,True,False,False,False,False,True,False
484,0,0,1,1,8,1,0,0,1,0,0,1,0,1,83.55,680.05,1,False,True,False,True,False,False,False,False,True,False
5370,1,0,1,1,16,1,1,0,0,1,0,1,0,1,90.8,1442.2,0,False,True,False,True,False,False,True,False,False,False
2464,0,0,0,0,1,1,1,0,0,0,0,0,0,1,77.15,77.15,1,False,True,False,True,False,False,False,False,True,False
492,0,0,1,0,2,1,0,1,0,0,0,0,0,1,74.4,139.4,1,False,True,False,True,False,False,False,False,True,False
2680,1,0,1,1,71,1,0,1,1,1,1,1,1,0,85.45,6029.9,0,True,False,False,False,False,True,True,False,False,False
3243,0,0,0,0,19,0,0,0,1,0,0,0,1,1,39.7,710.05,0,True,False,False,True,False,False,False,False,True,False
2506,0,1,1,0,72,1,1,0,0,0,0,0,0,0,24.3,1778.7,0,False,False,True,False,False,True,True,False,False,False
5799,0,0,0,0,13,0,0,0,0,0,0,0,1,1,35.1,446.1,1,True,False,False,True,False,False,False,False,True,False
1691,1,0,1,1,60,1,0,0,0,0,0,0,0,0,19.65,1161.75,0,False,False,True,False,False,True,False,True,False,False
6822,1,1,1,0,32,1,0,0,0,0,0,0,1,1,80.3,2483.05,1,False,True,False,True,False,False,False,True,False,False
5061,0,1,1,1,55,1,1,1,0,1,1,1,0,0,76.25,4154.55,0,True,False,False,False,True,False,False,False,True,False
2122,0,0,0,0,12,1,1,0,0,0,1,1,1,1,75.85,854.45,0,True,False,False,False,True,False,False,False,False,True
604,0,0,0,0,32,1,1,1,0,1,1,1,1,1,109.55,3608.0,0,False,True,False,False,True,False,True,False,False,False
4883,1,1,0,0,8,0,0,0,0,1,0,0,0,1,29.4,221.9,1,True,False,False,True,False,False,False,False,True,False
4281,1,0,0,0,50,0,0,1,1,0,0,0,0,1,35.0,1782.4,0,True,False,False,True,False,False,False,False,False,True
1868,1,0,0,0,1,1,0,0,0,0,0,0,0,1,44.05,44.05,0,True,False,False,True,False,False,True,False,False,False
5430,1,0,0,0,10,1,1,0,0,0,0,1,1,1,72.15,794.25,1,True,False,False,True,False,False,False,True,False,False
4021,0,0,1,1,1,1,0,0,0,0,0,0,0,1,20.5,20.5,1,False,False,True,True,False,False,False,False,False,True
6846,0,0,0,0,1,1,1,0,0,1,0,0,0,1,79.55,79.55,1,False,True,False,True,False,False,False,False,False,True
6016,1,0,0,0,68,1,1,0,1,1,1,1,1,0,108.45,7176.55,1,False,True,False,False,True,False,False,False,True,False
3685,1,0,1,0,50,0,0,1,0,0,1,1,0,1,44.45,2188.45,0,True,False,False,False,True,False,True,False,False,False
5702,1,1,1,1,71,1,1,1,1,0,0,1,1,1,105.1,7548.1,1,False,True,False,True,False,False,False,True,False,False
3696,0,0,1,0,6,1,0,0,0,0,1,0,0,1,49.15,270.8,1,True,False,False,True,False,False,False,False,True,False
3185,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.05,25.05,1,True,False,False,True,False,False,False,False,False,True
336,0,0,0,0,43,1,1,0,1,1,0,1,1,1,104.6,4759.85,1,False,True,False,False,False,True,False,False,True,False
1202,1,0,1,0,53,1,0,0,1,0,0,1,1,1,94.25,4867.95,1,False,True,False,False,True,False,True,False,False,False
1487,0,0,0,0,56,1,1,0,1,1,0,1,1,1,106.8,5914.4,0,False,True,False,False,True,False,False,False,True,False
5806,0,0,0,1,2,1,0,0,0,0,0,0,0,1,19.6,35.85,1,False,False,True,True,False,False,False,False,True,False
2298,1,0,1,1,69,1,1,0,0,1,0,0,0,1,79.2,5420.65,0,False,True,False,False,False,True,False,True,False,False
2481,1,1,1,0,61,1,1,0,0,0,0,0,0,0,25.0,1501.75,0,False,False,True,False,False,True,True,False,False,False
5730,1,0,0,0,67,1,0,0,0,0,0,0,0,1,19.8,1311.3,0,False,False,True,False,False,True,False,False,False,True
4053,1,1,0,0,11,1,1,1,1,0,0,0,0,0,60.25,662.95,0,True,False,False,True,False,False,True,False,False,False
5840,0,0,1,1,61,1,0,1,0,0,0,0,0,1,49.7,2961.4,0,True,False,False,False,True,False,True,False,False,False
2612,0,0,1,1,14,1,1,0,1,0,1,1,1,0,80.45,1137.05,0,True,False,False,True,False,False,False,True,False,False
2053,1,0,1,0,47,1,1,0,1,1,0,0,0,1,83.35,4065.0,1,False,True,False,True,False,False,True,False,False,False
1977,1,1,0,0,31,1,1,0,1,0,0,1,0,1,90.7,2845.15,0,False,True,False,True,False,False,False,False,True,False
5085,1,0,0,0,39,0,0,0,0,0,1,0,1,1,40.6,1494.5,0,True,False,False,True,False,False,False,False,True,False
1296,0,1,0,0,20,1,0,0,0,0,0,1,0,0,80.7,1614.2,0,False,True,False,True,False,False,True,False,False,False
3790,1,0,0,0,2,1,0,0,0,0,0,0,0,0,19.3,28.3,1,False,False,True,False,True,False,False,True,False,False
3439,1,1,1,0,72,1,1,0,1,1,0,1,1,1,104.15,7689.95,1,False,True,False,False,False,True,True,False,False,False
5935,1,1,0,0,13,1,0,0,1,0,0,1,0,1,59.9,788.35,0,True,False,False,True,False,False,False,False,True,False
4974,1,0,0,0,3,0,0,0,1,0,1,0,0,1,36.85,108.7,1,True,False,False,True,False,False,False,False,False,True
1584,0,1,0,0,65,0,0,0,1,1,0,1,1,1,53.5,3517.9,0,True,False,False,False,False,True,True,False,False,False
5022,1,0,1,1,71,1,0,1,1,1,1,1,1,0,109.3,7782.85,0,False,True,False,False,False,True,False,True,False,False
2383,1,0,1,1,21,0,0,0,0,0,0,0,0,1,26.05,565.75,0,True,False,False,True,False,False,False,False,True,False
3141,1,1,0,0,2,1,0,0,1,1,1,0,1,1,95.1,180.25,1,False,True,False,True,False,False,False,True,False,False
2006,1,0,0,0,5,1,1,0,0,0,0,0,0,0,47.15,223.15,1,True,False,False,True,False,False,False,False,True,False
3879,1,0,0,0,1,1,0,0,0,0,0,0,0,0,45.75,45.75,1,True,False,False,True,False,False,False,False,True,False
261,1,1,0,0,13,1,1,0,1,1,0,1,1,1,106.9,1364.3,1,False,True,False,True,False,False,False,False,True,False
4382,0,1,0,0,4,1,1,0,0,0,0,0,0,0,48.75,179.85,0,True,False,False,True,False,False,False,False,False,True
4613,0,1,0,0,54,1,1,0,1,0,0,0,0,1,79.5,4370.25,1,False,True,False,True,False,False,False,False,True,False
2431,1,1,0,0,2,0,0,0,0,0,0,0,0,1,24.45,47.5,1,True,False,False,True,False,False,False,False,False,True
1401,0,1,0,0,4,1,0,0,1,1,0,1,1,1,99.8,442.85,1,False,True,False,True,False,False,False,True,False,False
4529,1,1,0,0,9,1,0,0,0,0,1,0,0,0,49.2,447.9,0,True,False,False,True,False,False,False,False,False,True
5229,0,1,1,0,43,1,1,0,0,1,1,1,1,1,107.55,4533.9,1,False,True,False,False,True,False,False,False,True,False
4824,1,1,1,0,72,1,1,0,1,0,0,1,1,1,97.25,7133.1,0,False,True,False,False,True,False,False,True,False,False
5664,0,1,0,0,10,1,0,0,0,1,0,0,1,1,84.6,865.55,1,False,True,False,True,False,False,False,True,False,False
2690,1,1,1,1,8,1,0,0,0,0,0,1,0,1,80.45,583.45,1,False,True,False,True,False,False,False,True,False,False
2749,1,0,1,1,34,1,1,0,0,1,0,1,1,0,77.2,2753.8,0,True,False,False,False,True,False,True,False,False,False
5664,0,1,0,0,10,1,0,0,0,1,0,0,1,1,84.6,865.55,1,False,True,False,True,False,False,False,True,False,False
1763,0,0,0,0,2,1,0,0,0,0,0,0,0,1,45.4,80.95,0,True,False,False,True,False,False,False,False,True,False
1832,1,1,1,0,57,0,0,0,0,0,0,1,1,1,44.85,2572.95,1,True,False,False,True,False,False,False,False,True,False
4010,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.4,20.4,0,False,False,True,True,False,False,False,False,False,True
5271,1,0,0,1,13,1,0,0,0,0,0,1,1,0,66.4,831.75,0,True,False,False,True,False,False,False,True,False,False
1214,1,0,0,0,19,1,1,0,0,0,0,0,1,1,86.0,1532.45,1,False,True,False,True,False,False,True,False,False,False
6549,0,0,0,0,1,1,0,0,0,0,0,0,1,1,56.25,56.25,1,True,False,False,True,False,False,False,False,True,False
2090,0,0,1,1,48,0,0,0,0,0,1,0,0,1,29.5,1423.05,0,True,False,False,True,False,False,False,True,False,False
29,0,0,0,1,17,1,0,0,0,0,0,1,1,1,64.7,1093.1,1,True,False,False,True,False,False,False,False,False,True
468,0,0,0,1,44,1,0,0,0,0,0,0,0,0,19.9,868.1,0,False,False,True,False,False,True,False,False,False,True
5393,0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.6,70.6,1,False,True,False,True,False,False,False,False,True,False
2080,1,1,1,0,72,1,1,1,1,1,0,1,1,1,84.1,5981.65,0,True,False,False,False,False,True,False,True,False,False
220,0,0,0,0,4,1,0,0,0,0,0,0,0,1,70.15,268.35,1,False,True,False,True,False,False,False,False,True,False
585,0,1,0,0,1,1,1,0,0,0,0,1,0,1,85.7,85.7,1,False,True,False,True,False,False,False,False,True,False
3706,1,0,0,0,26,1,1,0,0,1,1,0,0,1,84.3,2281.6,0,False,True,False,True,False,False,False,False,False,True
3302,1,0,0,0,31,1,1,0,1,1,0,1,1,1,103.45,3066.45,1,False,True,False,False,True,False,False,False,True,False
3595,0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.2,115.95,1,False,True,False,True,False,False,True,False,False,False
386,0,1,1,0,55,1,1,0,1,1,0,0,0,1,85.45,4874.7,1,False,True,False,True,False,False,False,False,True,False
5252,1,1,1,0,71,1,1,1,1,1,0,1,1,1,107.5,7713.55,0,False,True,False,True,False,False,False,False,True,False
981,1,0,1,1,40,1,0,0,0,0,0,0,0,0,19.6,808.95,0,False,False,True,False,False,True,False,False,False,True
3713,1,1,1,0,46,1,0,0,0,0,0,0,1,1,80.4,3605.2,1,False,True,False,True,False,False,False,False,True,False
5210,1,0,1,0,53,0,0,0,1,1,1,1,1,1,60.45,3184.25,1,True,False,False,False,True,False,False,False,True,False
3917,1,1,0,0,1,1,0,0,0,0,0,0,0,0,69.1,69.1,1,False,True,False,True,False,False,False,False,True,False
398,1,1,0,0,33,0,0,0,0,1,1,1,1,1,54.6,1803.7,0,True,False,False,True,False,False,False,False,True,False
2647,0,0,0,0,2,1,0,0,0,0,0,0,0,1,20.0,40.9,0,False,False,True,True,False,False,False,False,False,True
2034,1,0,1,1,41,1,0,1,1,1,0,0,0,1,60.3,2511.3,0,True,False,False,False,True,False,True,False,False,False
2388,0,0,0,0,1,1,0,0,0,0,0,0,1,1,55.45,55.45,0,True,False,False,True,False,False,False,False,True,False
4847,0,1,0,0,37,1,1,0,0,0,0,0,0,1,76.25,2841.55,1,False,True,False,True,False,False,False,False,True,False
3905,0,0,0,0,3,0,0,0,0,0,0,1,0,0,35.2,108.95,1,True,False,False,True,False,False,False,True,False,False
3332,1,0,0,0,1,1,0,0,0,0,0,0,0,0,46.3,46.3,1,True,False,False,True,False,False,False,False,False,True
3728,1,0,0,0,67,1,1,1,1,1,1,1,1,1,88.8,5903.15,0,True,False,False,False,True,False,True,False,False,False
462,1,0,1,1,4,1,1,0,0,1,0,1,1,0,101.15,385.9,1,False,True,False,True,False,False,False,False,True,False
3831,1,1,1,0,25,1,1,1,0,0,0,0,1,1,89.05,2177.45,1,False,True,False,False,True,False,False,False,True,False
1342,0,0,0,0,8,1,0,0,0,0,0,0,0,0,20.0,141.6,0,False,False,True,False,False,True,False,False,False,True
4341,1,1,0,0,2,1,0,0,0,0,0,0,0,1,44.15,92.65,1,True,False,False,True,False,False,False,False,True,False
2574,1,1,0,0,39,1,1,0,0,0,0,1,1,1,95.65,3759.05,1,False,True,False,True,False,False,True,False,False,False
6680,0,0,0,1,48,1,0,0,1,1,1,1,0,1,95.5,4627.85,1,False,True,False,False,False,True,False,False,False,True
4128,1,0,0,0,57,0,0,0,1,0,0,1,0,1,39.3,2111.45,1,True,False,False,True,False,False,False,False,True,False
4382,0,1,0,0,4,1,1,0,0,0,0,0,0,0,48.75,179.85,0,True,False,False,True,False,False,False,False,False,True
3962,0,1,1,0,7,1,1,0,0,0,0,0,1,1,84.55,646.85,1,False,True,False,True,False,False,False,False,True,False
5795,1,0,0,0,39,1,1,1,1,0,0,1,1,1,106.4,4040.65,0,False,True,False,True,False,False,False,False,True,False
785,0,1,0,0,46,1,1,1,1,1,0,1,1,1,110.0,4874.8,1,False,True,False,False,True,False,False,False,True,False
4311,0,0,0,0,7,0,0,0,1,0,0,0,1,1,40.1,293.3,1,True,False,False,True,False,False,False,True,False,False
2414,0,0,1,0,25,1,0,0,0,0,0,0,0,1,20.2,507.9,0,False,False,True,False,True,False,True,False,False,False
6748,0,1,0,0,1,1,0,0,0,1,0,0,1,1,85.0,85.0,1,False,True,False,True,False,False,False,False,True,False
